경도,위도,다발지역폴리곤
127.0756191,37.62674948,"{""type"":""Polygon"",""coordinates"":[[[127.07741569,37.62674948],[127.07738116,37.62647187],[127.07727893,37.62620494],[127.0771129,37.62595893],[127.07688946,37.6257433],[127.07661721,37.62556634],[127.0763066,37.62543484],[127.07596956,37.62535386],[127.07561906,37.62532652],[127.07526855,37.62535386],[127.07493151,37.62543484],[127.0746209,37.62556634],[127.07434865,37.6257433],[127.07412521,37.62595893],[127.07395919,37.62620494],[127.07385695,37.62647187],[127.07382242,37.62674948],[127.07385695,37.62702708],[127.07395919,37.62729401],[127.07412521,37.62754001],[127.07434865,37.62775564],[127.0746209,37.6279326],[127.07493151,37.62806409],[127.07526855,37.62814506],[127.07561906,37.6281724],[127.07596956,37.62814506],[127.0763066,37.62806409],[127.07661721,37.6279326],[127.07688946,37.62775564],[127.0771129,37.62754001],[127.07727893,37.62729401],[127.07738116,37.62702708],[127.07741569,37.62674948]]]}"
126.9201076,37.60806035,"{""type"":""Polygon"",""coordinates"":[[[126.92190425,37.60806035],[126.92186972,37.60778268],[126.92176749,37.60751568],[126.92160146,37.60726961],[126.92137803,37.60705392],[126.92110577,37.60687692],[126.92079516,37.60674539],[126.92045812,37.60666439],[126.92010762,37.60663704],[126.91975711,37.60666439],[126.91942008,37.60674539],[126.91910946,37.60687692],[126.91883721,37.60705392],[126.91861377,37.60726961],[126.91844775,37.60751568],[126.91834551,37.60778268],[126.91831099,37.60806035],[126.91834551,37.60833802],[126.91844775,37.60860502],[126.91861377,37.60885109],[126.91883721,37.60906677],[126.91910946,37.60924377],[126.91942008,37.6093753],[126.91975711,37.60945629],[126.92010762,37.60948364],[126.92045812,37.60945629],[126.92079516,37.6093753],[126.92110577,37.60924377],[126.92137803,37.60906677],[126.92160146,37.60885109],[126.92176749,37.60860502],[126.92186972,37.60833802],[126.92190425,37.60806035]]]}"
126.8322517,37.55924816,"{""type"":""Polygon"",""coordinates"":[[[126.83404835,37.55924816],[126.83401383,37.55897031],[126.83391159,37.55870313],[126.83374556,37.5584569],[126.83352213,37.55824107],[126.83324987,37.55806395],[126.83293926,37.55793233],[126.83260222,37.55785129],[126.83225172,37.55782392],[126.83190121,37.55785129],[126.83156418,37.55793233],[126.83125356,37.55806395],[126.83098131,37.55824107],[126.83075787,37.5584569],[126.83059185,37.55870313],[126.83048961,37.55897031],[126.83045509,37.55924816],[126.83048961,37.55952602],[126.83059185,37.55979319],[126.83075787,37.56003942],[126.83098131,37.56025524],[126.83125356,37.56043236],[126.83156418,37.56056397],[126.83190121,37.56064502],[126.83225172,37.56067238],[126.83260222,37.56064502],[126.83293926,37.56056397],[126.83324987,37.56043236],[126.83352213,37.56025524],[126.83374556,37.56003942],[126.83391159,37.55979319],[126.83401383,37.55952602],[126.83404835,37.55924816]]]}"
126.8196932,37.56073579,"{""type"":""Polygon"",""coordinates"":[[[126.82148978,37.56073579],[126.82145526,37.56045794],[126.82135302,37.56019077],[126.821187,37.55994454],[126.82096356,37.55972872],[126.82069131,37.5595516],[126.82038069,37.55941998],[126.82004366,37.55933894],[126.81969315,37.55931157],[126.81934265,37.55933894],[126.81900561,37.55941998],[126.818695,37.5595516],[126.81842274,37.55972872],[126.81819931,37.55994454],[126.81803328,37.56019077],[126.81793105,37.56045794],[126.81789652,37.56073579],[126.81793105,37.56101363],[126.81803328,37.5612808],[126.81819931,37.56152703],[126.81842274,37.56174284],[126.818695,37.56191996],[126.81900561,37.56205157],[126.81934265,37.56213261],[126.81969315,37.56215998],[126.82004366,37.56213261],[126.82038069,37.56205157],[126.82069131,37.56191996],[126.82096356,37.56174284],[126.821187,37.56152703],[126.82135302,37.5612808],[126.82145526,37.56101363],[126.82148978,37.56073579]]]}"
126.9050657,37.48507781,"{""type"":""Polygon"",""coordinates"":[[[126.9068623,37.48507781],[126.90682778,37.48479968],[126.90672554,37.48453224],[126.90655951,37.48428576],[126.90633608,37.48406972],[126.90606382,37.48389242],[126.90575321,37.48376068],[126.90541618,37.48367955],[126.90506567,37.48365215],[126.90471516,37.48367955],[126.90437813,37.48376068],[126.90406752,37.48389242],[126.90379526,37.48406972],[126.90357183,37.48428576],[126.9034058,37.48453224],[126.90330356,37.48479968],[126.90326904,37.48507781],[126.90330356,37.48535594],[126.9034058,37.48562338],[126.90357183,37.48586986],[126.90379526,37.48608589],[126.90406752,37.48626319],[126.90437813,37.48639493],[126.90471516,37.48647606],[126.90506567,37.48650345],[126.90541618,37.48647606],[126.90575321,37.48639493],[126.90606382,37.48626319],[126.90633608,37.48608589],[126.90655951,37.48586986],[126.90672554,37.48562338],[126.90682778,37.48535594],[126.9068623,37.48507781]]]}"
126.9807553,37.50199407,"{""type"":""Polygon"",""coordinates"":[[[126.98255194,37.50199407],[126.98251741,37.501716],[126.98241518,37.50144862],[126.98224915,37.50120219],[126.98202572,37.5009862],[126.98175346,37.50080894],[126.98144285,37.50067723],[126.98110581,37.50059612],[126.98075531,37.50056873],[126.9804048,37.50059612],[126.98006777,37.50067723],[126.97975715,37.50080894],[126.9794849,37.5009862],[126.97926146,37.50120219],[126.97909544,37.50144862],[126.9789932,37.501716],[126.97895868,37.50199407],[126.9789932,37.50227213],[126.97909544,37.50253951],[126.97926146,37.50278593],[126.9794849,37.50300192],[126.97975715,37.50317917],[126.98006777,37.50331088],[126.9804048,37.50339199],[126.98075531,37.50341938],[126.98110581,37.50339199],[126.98144285,37.50331088],[126.98175346,37.50317917],[126.98202572,37.50300192],[126.98224915,37.50278593],[126.98241518,37.50253951],[126.98251741,37.50227213],[126.98255194,37.50199407]]]}"
126.9482268,37.46688152,"{""type"":""Polygon"",""coordinates"":[[[126.95002348,37.46688152],[126.94998896,37.46660332],[126.94988672,37.46633581],[126.94972069,37.46608927],[126.94949726,37.46587318],[126.949225,37.46569584],[126.94891439,37.46556406],[126.94857735,37.46548291],[126.94822685,37.46545551],[126.94787634,37.46548291],[126.94753931,37.46556406],[126.94722869,37.46569584],[126.94695644,37.46587318],[126.94673301,37.46608927],[126.94656698,37.46633581],[126.94646474,37.46660332],[126.94643022,37.46688152],[126.94646474,37.46715971],[126.94656698,37.46742722],[126.94673301,37.46767375],[126.94695644,37.46788984],[126.94722869,37.46806718],[126.94753931,37.46819895],[126.94787634,37.4682801],[126.94822685,37.4683075],[126.94857735,37.4682801],[126.94891439,37.46819895],[126.949225,37.46806718],[126.94949726,37.46788984],[126.94972069,37.46767375],[126.94988672,37.46742722],[126.94998896,37.46715971],[126.95002348,37.46688152]]]}"
127.0196089,37.51622068,"{""type"":""Polygon"",""coordinates"":[[[127.02140548,37.51622068],[127.02137096,37.51594267],[127.02126872,37.51567534],[127.02110269,37.51542896],[127.02087926,37.51521301],[127.02060701,37.51503579],[127.02029639,37.51490409],[127.01995936,37.514823],[127.01960885,37.51479562],[127.01925835,37.514823],[127.01892131,37.51490409],[127.0186107,37.51503579],[127.01833844,37.51521301],[127.01811501,37.51542896],[127.01794898,37.51567534],[127.01784674,37.51594267],[127.01781222,37.51622068],[127.01784674,37.5164987],[127.01794898,37.51676603],[127.01811501,37.5170124],[127.01833844,37.51722834],[127.0186107,37.51740556],[127.01892131,37.51753725],[127.01925835,37.51761834],[127.01960885,37.51764572],[127.01995936,37.51761834],[127.02029639,37.51753725],[127.02060701,37.51740556],[127.02087926,37.51722834],[127.02110269,37.5170124],[127.02126872,37.51676603],[127.02137096,37.5164987],[127.02140548,37.51622068]]]}"
127.0336253,37.49995372,"{""type"":""Polygon"",""coordinates"":[[[127.0354219,37.49995372],[127.03538738,37.49967565],[127.03528514,37.49940826],[127.03511911,37.49916183],[127.03489568,37.49894583],[127.03462342,37.49876857],[127.03431281,37.49863685],[127.03397577,37.49855574],[127.03362527,37.49852835],[127.03327476,37.49855574],[127.03293773,37.49863685],[127.03262711,37.49876857],[127.03235486,37.49894583],[127.03213142,37.49916183],[127.0319654,37.49940826],[127.03186316,37.49967565],[127.03182864,37.49995372],[127.03186316,37.5002318],[127.0319654,37.50049919],[127.03213142,37.50074561],[127.03235486,37.5009616],[127.03262711,37.50113886],[127.03293773,37.50127058],[127.03327476,37.50135169],[127.03362527,37.50137907],[127.03397577,37.50135169],[127.03431281,37.50127058],[127.03462342,37.50113886],[127.03489568,37.5009616],[127.03511911,37.50074561],[127.03528514,37.50049919],[127.03538738,37.5002318],[127.0354219,37.49995372]]]}"
127.031609,37.48955917,"{""type"":""Polygon"",""coordinates"":[[[127.03340563,37.48955917],[127.03337111,37.48928106],[127.03326887,37.48901363],[127.03310284,37.48876717],[127.03287941,37.48855114],[127.03260715,37.48837385],[127.03229654,37.48824211],[127.0319595,37.48816099],[127.031609,37.4881336],[127.03125849,37.48816099],[127.03092146,37.48824211],[127.03061084,37.48837385],[127.03033859,37.48855114],[127.03011515,37.48876717],[127.02994913,37.48901363],[127.02984689,37.48928106],[127.02981237,37.48955917],[127.02984689,37.48983729],[127.02994913,37.49010471],[127.03011515,37.49035117],[127.03033859,37.49056719],[127.03061084,37.49074448],[127.03092146,37.49087621],[127.03125849,37.49095733],[127.031609,37.49098472],[127.0319595,37.49095733],[127.03229654,37.49087621],[127.03260715,37.49074448],[127.03287941,37.49056719],[127.03310284,37.49035117],[127.03326887,37.49010471],[127.03337111,37.48983729],[127.03340563,37.48955917]]]}"
127.0521905,37.52466577,"{""type"":""Polygon"",""coordinates"":[[[127.05398709,37.52466577],[127.05395257,37.52438778],[127.05385033,37.52412048],[127.0536843,37.52387413],[127.05346087,37.52365821],[127.05318861,37.523481],[127.052878,37.52334933],[127.05254096,37.52326824],[127.05219046,37.52324086],[127.05183995,37.52326824],[127.05150292,37.52334933],[127.0511923,37.523481],[127.05092005,37.52365821],[127.05069661,37.52387413],[127.05053059,37.52412048],[127.05042835,37.52438778],[127.05039383,37.52466577],[127.05042835,37.52494375],[127.05053059,37.52521105],[127.05069661,37.52545739],[127.05092005,37.52567331],[127.0511923,37.52585051],[127.05150292,37.52598218],[127.05183995,37.52606327],[127.05219046,37.52609064],[127.05254096,37.52606327],[127.052878,37.52598218],[127.05318861,37.52585051],[127.05346087,37.52567331],[127.0536843,37.52545739],[127.05385033,37.52521105],[127.05395257,37.52494375],[127.05398709,37.52466577]]]}"
127.0473716,37.52429587,"{""type"":""Polygon"",""coordinates"":[[[127.04916823,37.52429587],[127.04913371,37.52401788],[127.04903147,37.52375058],[127.04886544,37.52350423],[127.04864201,37.5232883],[127.04836975,37.5231111],[127.04805914,37.52297942],[127.0477221,37.52289833],[127.0473716,37.52287095],[127.04702109,37.52289833],[127.04668406,37.52297942],[127.04637344,37.5231111],[127.04610119,37.5232883],[127.04587775,37.52350423],[127.04571173,37.52375058],[127.04560949,37.52401788],[127.04557497,37.52429587],[127.04560949,37.52457385],[127.04571173,37.52484115],[127.04587775,37.52508749],[127.04610119,37.52530342],[127.04637344,37.52548062],[127.04668406,37.52561229],[127.04702109,37.52569337],[127.0473716,37.52572075],[127.0477221,37.52569337],[127.04805914,37.52561229],[127.04836975,37.52548062],[127.04864201,37.52530342],[127.04886544,37.52508749],[127.04903147,37.52484115],[127.04913371,37.52457385],[127.04916823,37.52429587]]]}"
127.1142768,37.47836561,"{""type"":""Polygon"",""coordinates"":[[[127.11607347,37.47836561],[127.11603895,37.47808746],[127.11593671,37.47781999],[127.11577069,37.47757349],[127.11554725,37.47735743],[127.115275,37.47718011],[127.11496438,37.47704836],[127.11462735,37.47696722],[127.11427684,37.47693982],[127.11392634,37.47696722],[127.1135893,37.47704836],[127.11327869,37.47718011],[127.11300643,37.47735743],[127.112783,37.47757349],[127.11261697,37.47781999],[127.11251474,37.47808746],[127.11248021,37.47836561],[127.11251474,37.47864377],[127.11261697,37.47891123],[127.112783,37.47915773],[127.11300643,37.47937378],[127.11327869,37.47955109],[127.1135893,37.47968285],[127.11392634,37.47976398],[127.11427684,37.47979137],[127.11462735,37.47976398],[127.11496438,37.47968285],[127.115275,37.47955109],[127.11554725,37.47937378],[127.11577069,37.47915773],[127.11593671,37.47891123],[127.11603895,37.47864377],[127.11607347,37.47836561]]]}"
126.6819235,37.43866157,"{""type"":""Polygon"",""coordinates"":[[[126.68372011,37.43866157],[126.68368559,37.43838326],[126.68358335,37.43811565],[126.68341732,37.43786902],[126.68319389,37.43765285],[126.68292163,37.43747544],[126.68261102,37.43734361],[126.68227399,37.43726243],[126.68192348,37.43723502],[126.68157297,37.43726243],[126.68123594,37.43734361],[126.68092533,37.43747544],[126.68065307,37.43765285],[126.68042964,37.43786902],[126.68026361,37.43811565],[126.68016137,37.43838326],[126.68012685,37.43866157],[126.68016137,37.43893987],[126.68026361,37.43920748],[126.68042964,37.4394541],[126.68065307,37.43967027],[126.68092533,37.43984768],[126.68123594,37.4399795],[126.68157297,37.44006068],[126.68192348,37.44008809],[126.68227399,37.44006068],[126.68261102,37.4399795],[126.68292163,37.43984768],[126.68319389,37.43967027],[126.68341732,37.4394541],[126.68358335,37.43920748],[126.68368559,37.43893987],[126.68372011,37.43866157]]]}"
126.6726552,37.43944844,"{""type"":""Polygon"",""coordinates"":[[[126.67445181,37.43944844],[126.67441728,37.43917014],[126.67431505,37.43890253],[126.67414902,37.4386559],[126.67392559,37.43843973],[126.67365333,37.43826232],[126.67334272,37.43813049],[126.67300568,37.43804932],[126.67265518,37.4380219],[126.67230467,37.43804932],[126.67196763,37.43813049],[126.67165702,37.43826232],[126.67138477,37.43843973],[126.67116133,37.4386559],[126.67099531,37.43890253],[126.67089307,37.43917014],[126.67085855,37.43944844],[126.67089307,37.43972674],[126.67099531,37.43999434],[126.67116133,37.44024096],[126.67138477,37.44045713],[126.67165702,37.44063453],[126.67196763,37.44076636],[126.67230467,37.44084753],[126.67265518,37.44087494],[126.67300568,37.44084753],[126.67334272,37.44076636],[126.67365333,37.44063453],[126.67392559,37.44045713],[126.67414902,37.44024096],[126.67431505,37.43999434],[126.67441728,37.43972674],[126.67445181,37.43944844]]]}"
126.6847075,37.45825453,"{""type"":""Polygon"",""coordinates"":[[[126.68650417,37.45825453],[126.68646965,37.4579763],[126.68636741,37.45770876],[126.68620138,37.4574622],[126.68597795,37.45724608],[126.6857057,37.45706871],[126.68539508,37.45693692],[126.68505805,37.45685576],[126.68470754,37.45682836],[126.68435704,37.45685576],[126.68402,37.45693692],[126.68370939,37.45706871],[126.68343713,37.45724608],[126.6832137,37.4574622],[126.68304767,37.45770876],[126.68294543,37.4579763],[126.68291091,37.45825453],[126.68294543,37.45853276],[126.68304767,37.4588003],[126.6832137,37.45904686],[126.68343713,37.45926297],[126.68370939,37.45944033],[126.68402,37.45957212],[126.68435704,37.45965328],[126.68470754,37.45968068],[126.68505805,37.45965328],[126.68539508,37.45957212],[126.6857057,37.45944033],[126.68597795,37.45926297],[126.68620138,37.45904686],[126.68636741,37.4588003],[126.68646965,37.45853276],[126.68650417,37.45825453]]]}"
126.7082406,37.48741092,"{""type"":""Polygon"",""coordinates"":[[[126.71003726,37.48741092],[126.71000274,37.4871328],[126.7099005,37.48686537],[126.70973448,37.4866189],[126.70951104,37.48640286],[126.70923879,37.48622557],[126.70892817,37.48609383],[126.70859114,37.4860127],[126.70824063,37.48598531],[126.70789013,37.4860127],[126.70755309,37.48609383],[126.70724248,37.48622557],[126.70697022,37.48640286],[126.70674679,37.4866189],[126.70658076,37.48686537],[126.70647853,37.4871328],[126.706444,37.48741092],[126.70647853,37.48768904],[126.70658076,37.48795648],[126.70674679,37.48820294],[126.70697022,37.48841897],[126.70724248,37.48859626],[126.70755309,37.488728],[126.70789013,37.48880912],[126.70824063,37.48883651],[126.70859114,37.48880912],[126.70892817,37.488728],[126.70923879,37.48859626],[126.70951104,37.48841897],[126.70973448,37.48820294],[126.7099005,37.48795648],[126.71000274,37.48768904],[126.71003726,37.48741092]]]}"
126.6930333,37.47735717,"{""type"":""Polygon"",""coordinates"":[[[126.6948299,37.47735717],[126.69479538,37.47707901],[126.69469314,37.47681154],[126.69452712,37.47656503],[126.69430368,37.47634897],[126.69403143,37.47617165],[126.69372081,37.47603989],[126.69338378,37.47595875],[126.69303327,37.47593136],[126.69268277,37.47595875],[126.69234573,37.47603989],[126.69203512,37.47617165],[126.69176286,37.47634897],[126.69153943,37.47656503],[126.6913734,37.47681154],[126.69127116,37.47707901],[126.69123664,37.47735717],[126.69127116,37.47763532],[126.6913734,37.47790279],[126.69153943,37.47814929],[126.69176286,37.47836535],[126.69203512,37.47854266],[126.69234573,37.47867442],[126.69268277,37.47875555],[126.69303327,37.47878295],[126.69338378,37.47875555],[126.69372081,37.47867442],[126.69403143,37.47854266],[126.69430368,37.47836535],[126.69452712,37.47814929],[126.69469314,37.47790279],[126.69479538,37.47763532],[126.6948299,37.47735717]]]}"
126.7050673,37.46767799,"{""type"":""Polygon"",""coordinates"":[[[126.70686389,37.46767799],[126.70682936,37.46739979],[126.70672713,37.46713229],[126.7065611,37.46688575],[126.70633766,37.46666966],[126.70606541,37.46649232],[126.7057548,37.46636054],[126.70541776,37.4662794],[126.70506725,37.466252],[126.70471675,37.4662794],[126.70437971,37.46636054],[126.7040691,37.46649232],[126.70379685,37.46666966],[126.70357341,37.46688575],[126.70340738,37.46713229],[126.70330515,37.46739979],[126.70327062,37.46767799],[126.70330515,37.46795618],[126.70340738,37.46822369],[126.70357341,37.46847022],[126.70379685,37.4686863],[126.7040691,37.46886364],[126.70437971,37.46899541],[126.70471675,37.46907656],[126.70506725,37.46910396],[126.70541776,37.46907656],[126.7057548,37.46899541],[126.70606541,37.46886364],[126.70633766,37.4686863],[126.7065611,37.46847022],[126.70672713,37.46822369],[126.70682936,37.46795618],[126.70686389,37.46767799]]]}"
