경도,위도,다발지역폴리곤
127.0781302,37.14502564,"{""type"":""Polygon"",""coordinates"":[[[127.07992681,37.14502564],[127.07989229,37.14474625],[127.07979005,37.14447759],[127.07962402,37.14423],[127.07940059,37.14401298],[127.07912833,37.14383487],[127.07881772,37.14370253],[127.07848069,37.14362103],[127.07813018,37.14359352],[127.07777967,37.14362103],[127.07744264,37.14370253],[127.07713203,37.14383487],[127.07685977,37.14401298],[127.07663634,37.14423],[127.07647031,37.14447759],[127.07636807,37.14474625],[127.07633355,37.14502564],[127.07636807,37.14530503],[127.07647031,37.14557369],[127.07663634,37.14582128],[127.07685977,37.14603829],[127.07713203,37.14621639],[127.07744264,37.14634873],[127.07777967,37.14643022],[127.07813018,37.14645774],[127.07848069,37.14643022],[127.07881772,37.14634873],[127.07912833,37.14621639],[127.07940059,37.14603829],[127.07962402,37.14582128],[127.07979005,37.14557369],[127.07989229,37.14530503],[127.07992681,37.14502564]]]}"
126.8666021,37.38384418,"{""type"":""Polygon"",""coordinates"":[[[126.86839872,37.38384418],[126.8683642,37.38356567],[126.86826196,37.38329786],[126.86809594,37.38305105],[126.8678725,37.38283472],[126.86760025,37.38265718],[126.86728963,37.38252526],[126.8669526,37.38244402],[126.86660209,37.38241659],[126.86625159,37.38244402],[126.86591455,37.38252526],[126.86560394,37.38265718],[126.86533168,37.38283472],[126.86510825,37.38305105],[126.86494222,37.38329786],[126.86483998,37.38356567],[126.86480546,37.38384418],[126.86483998,37.38412268],[126.86494222,37.38439048],[126.86510825,37.38463729],[126.86533168,37.38485362],[126.86560394,37.38503115],[126.86591455,37.38516307],[126.86625159,37.38524431],[126.86660209,37.38527174],[126.8669526,37.38524431],[126.86728963,37.38516307],[126.86760025,37.38503115],[126.8678725,37.38485362],[126.86809594,37.38463729],[126.86826196,37.38439048],[126.8683642,37.38412268],[126.86839872,37.38384418]]]}"
127.0985551,37.28989809,"{""type"":""Polygon"",""coordinates"":[[[127.10035178,37.28989809],[127.10031726,37.28961924],[127.10021502,37.2893511],[127.10004899,37.28910397],[127.09982556,37.28888737],[127.0995533,37.28870961],[127.09924269,37.28857752],[127.09890565,37.28849618],[127.09855515,37.28846871],[127.09820464,37.28849618],[127.09786761,37.28857752],[127.09755699,37.28870961],[127.09728474,37.28888737],[127.0970613,37.28910397],[127.09689528,37.2893511],[127.09679304,37.28961924],[127.09675852,37.28989809],[127.09679304,37.29017695],[127.09689528,37.29044508],[127.0970613,37.2906922],[127.09728474,37.2909088],[127.09755699,37.29108655],[127.09786761,37.29121864],[127.09820464,37.29129998],[127.09855515,37.29132744],[127.09890565,37.29129998],[127.09924269,37.29121864],[127.0995533,37.29108655],[127.09982556,37.2909088],[127.10004899,37.2906922],[127.10021502,37.29044508],[127.10031726,37.29017695],[127.10035178,37.28989809]]]}"
127.4425693,37.19326717,"{""type"":""Polygon"",""coordinates"":[[[127.44436588,37.19326717],[127.44433136,37.19298795],[127.44422912,37.19271947],[127.4440631,37.19247203],[127.44383966,37.19225515],[127.44356741,37.19207716],[127.44325679,37.1919449],[127.44291976,37.19186346],[127.44256925,37.19183596],[127.44221875,37.19186346],[127.44188171,37.1919449],[127.4415711,37.19207716],[127.44129884,37.19225515],[127.44107541,37.19247203],[127.44090938,37.19271947],[127.44080714,37.19298795],[127.44077262,37.19326717],[127.44080714,37.19354638],[127.44090938,37.19381486],[127.44107541,37.19406229],[127.44129884,37.19427917],[127.4415711,37.19445715],[127.44188171,37.19458941],[127.44221875,37.19467085],[127.44256925,37.19469835],[127.44291976,37.19467085],[127.44325679,37.19458941],[127.44356741,37.19445715],[127.44383966,37.19427917],[127.4440631,37.19406229],[127.44422912,37.19381486],[127.44433136,37.19354638],[127.44436588,37.19326717]]]}"
127.242254,37.02078363,"{""type"":""Polygon"",""coordinates"":[[[127.24405067,37.02078363],[127.24401615,37.02050378],[127.24391391,37.02023468],[127.24374788,37.01998668],[127.24352445,37.01976931],[127.24325219,37.01959091],[127.24294158,37.01945835],[127.24260454,37.01937672],[127.24225404,37.01934915],[127.24190353,37.01937672],[127.2415665,37.01945835],[127.24125589,37.01959091],[127.24098363,37.01976931],[127.2407602,37.01998668],[127.24059417,37.02023468],[127.24049193,37.02050378],[127.24045741,37.02078363],[127.24049193,37.02106348],[127.24059417,37.02133257],[127.2407602,37.02158057],[127.24098363,37.02179794],[127.24125589,37.02197633],[127.2415665,37.02210889],[127.24190353,37.02219051],[127.24225404,37.02221808],[127.24260454,37.02219051],[127.24294158,37.02210889],[127.24325219,37.02197633],[127.24352445,37.02179794],[127.24374788,37.02158057],[127.24391391,37.02133257],[127.24401615,37.02106348],[127.24405067,37.02078363]]]}"
127.1398019,37.03349754,"{""type"":""Polygon"",""coordinates"":[[[127.14159858,37.03349754],[127.14156406,37.03321774],[127.14146182,37.03294868],[127.14129579,37.03270072],[127.14107236,37.03248339],[127.1408001,37.03230502],[127.14048949,37.03217248],[127.14015245,37.03209086],[127.13980195,37.03206331],[127.13945144,37.03209086],[127.13911441,37.03217248],[127.13880379,37.03230502],[127.13853154,37.03248339],[127.1383081,37.03270072],[127.13814208,37.03294868],[127.13803984,37.03321774],[127.13800532,37.03349754],[127.13803984,37.03377734],[127.13814208,37.03404639],[127.1383081,37.03429435],[127.13853154,37.03451168],[127.13880379,37.03469004],[127.13911441,37.03482257],[127.13945144,37.03490419],[127.13980195,37.03493175],[127.14015245,37.03490419],[127.14048949,37.03482257],[127.1408001,37.03469004],[127.14107236,37.03451168],[127.14129579,37.03429435],[127.14146182,37.03404639],[127.14156406,37.03377734],[127.14159858,37.03349754]]]}"
127.5143601,37.10196632,"{""type"":""Polygon"",""coordinates"":[[[127.51615676,37.10196632],[127.51612224,37.10168677],[127.51602,37.10141796],[127.51585398,37.10117023],[127.51563054,37.10095308],[127.51535829,37.10077488],[127.51504767,37.10064246],[127.51471064,37.10056092],[127.51436013,37.10053338],[127.51400963,37.10056092],[127.51367259,37.10064246],[127.51336198,37.10077488],[127.51308972,37.10095308],[127.51286629,37.10117023],[127.51270026,37.10141796],[127.51259802,37.10168677],[127.5125635,37.10196632],[127.51259802,37.10224587],[127.51270026,37.10251468],[127.51286629,37.10276241],[127.51308972,37.10297955],[127.51336198,37.10315775],[127.51367259,37.10329016],[127.51400963,37.1033717],[127.51436013,37.10339923],[127.51471064,37.1033717],[127.51504767,37.10329016],[127.51535829,37.10315775],[127.51563054,37.10297955],[127.51585398,37.10276241],[127.51602,37.10251468],[127.51612224,37.10224587],[127.51615676,37.10196632]]]}"
127.4344987,37.07916999,"{""type"":""Polygon"",""coordinates"":[[[127.43629533,37.07916999],[127.43626081,37.07889035],[127.43615857,37.07862147],[127.43599255,37.07837365],[127.43576911,37.07815645],[127.43549686,37.07797819],[127.43518624,37.07784573],[127.43484921,37.07776416],[127.4344987,37.07773662],[127.4341482,37.07776416],[127.43381116,37.07784573],[127.43350055,37.07797819],[127.43322829,37.07815645],[127.43300486,37.07837365],[127.43283883,37.07862147],[127.4327366,37.07889035],[127.43270207,37.07916999],[127.4327366,37.07944962],[127.43283883,37.07971851],[127.43300486,37.07996632],[127.43322829,37.08018352],[127.43350055,37.08036177],[127.43381116,37.08049423],[127.4341482,37.08057579],[127.4344987,37.08060333],[127.43484921,37.08057579],[127.43518624,37.08049423],[127.43549686,37.08036177],[127.43576911,37.08018352],[127.43599255,37.07996632],[127.43615857,37.07971851],[127.43626081,37.07944962],[127.43629533,37.07916999]]]}"
127.0813934,37.20465645,"{""type"":""Polygon"",""coordinates"":[[[127.08319,37.20465645],[127.08315547,37.20437728],[127.08305323,37.20410884],[127.08288721,37.20386144],[127.08266377,37.20364459],[127.08239152,37.20346663],[127.08208091,37.20333439],[127.08174387,37.20325296],[127.08139336,37.20322546],[127.08104286,37.20325296],[127.08070582,37.20333439],[127.08039521,37.20346663],[127.08012296,37.20364459],[127.07989952,37.20386144],[127.07973349,37.20410884],[127.07963126,37.20437728],[127.07959673,37.20465645],[127.07963126,37.20493562],[127.07973349,37.20520407],[127.07989952,37.20545146],[127.08012296,37.2056683],[127.08039521,37.20584626],[127.08070582,37.2059785],[127.08104286,37.20605993],[127.08139336,37.20608742],[127.08174387,37.20605993],[127.08208091,37.2059785],[127.08239152,37.20584626],[127.08266377,37.2056683],[127.08288721,37.20545146],[127.08305323,37.20520407],[127.08315547,37.20493562],[127.08319,37.20465645]]]}"
127.046019,37.81785497,"{""type"":""Polygon"",""coordinates"":[[[127.04781565,37.81785497],[127.04778113,37.81757808],[127.04767889,37.81731184],[127.04751287,37.81706646],[127.04728943,37.81685139],[127.04701718,37.81667488],[127.04670656,37.81654372],[127.04636953,37.81646296],[127.04601902,37.81643568],[127.04566852,37.81646296],[127.04533148,37.81654372],[127.04502087,37.81667488],[127.04474861,37.81685139],[127.04452518,37.81706646],[127.04435915,37.81731184],[127.04425692,37.81757808],[127.04422239,37.81785497],[127.04425692,37.81813186],[127.04435915,37.8183981],[127.04452518,37.81864347],[127.04474861,37.81885854],[127.04502087,37.81903504],[127.04533148,37.8191662],[127.04566852,37.81924696],[127.04601902,37.81927423],[127.04636953,37.81924696],[127.04670656,37.8191662],[127.04701718,37.81903504],[127.04728943,37.81885854],[127.04751287,37.81864347],[127.04767889,37.8183981],[127.04778113,37.81813186],[127.04781565,37.81785497]]]}"
126.9814084,37.79917441,"{""type"":""Polygon"",""coordinates"":[[[126.983205,37.79917441],[126.98317048,37.79889745],[126.98306824,37.79863114],[126.98290222,37.7983857],[126.98267878,37.79817057],[126.98240653,37.79799402],[126.98209591,37.79786283],[126.98175888,37.79778204],[126.98140837,37.79775476],[126.98105787,37.79778204],[126.98072083,37.79786283],[126.98041022,37.79799402],[126.98013796,37.79817057],[126.97991453,37.7983857],[126.9797485,37.79863114],[126.97964626,37.79889745],[126.97961174,37.79917441],[126.97964626,37.79945137],[126.9797485,37.79971768],[126.97991453,37.79996311],[126.98013796,37.80017824],[126.98041022,37.80035478],[126.98072083,37.80048597],[126.98105787,37.80056675],[126.98140837,37.80059403],[126.98175888,37.80056675],[126.98209591,37.80048597],[126.98240653,37.80035478],[126.98267878,37.80017824],[126.98290222,37.79996311],[126.98306824,37.79971768],[126.98317048,37.79945137],[126.983205,37.79917441]]]}"
127.0671881,37.78400914,"{""type"":""Polygon"",""coordinates"":[[[127.06898474,37.78400914],[127.06895022,37.78373212],[127.06884798,37.78346575],[127.06868195,37.78322027],[127.06845852,37.78300509],[127.06818626,37.7828285],[127.06787565,37.78269729],[127.06753862,37.78261648],[127.06718811,37.7825892],[127.0668376,37.78261648],[127.06650057,37.78269729],[127.06618996,37.7828285],[127.0659177,37.78300509],[127.06569427,37.78322027],[127.06552824,37.78346575],[127.065426,37.78373212],[127.06539148,37.78400914],[127.065426,37.78428615],[127.06552824,37.78455252],[127.06569427,37.784798],[127.0659177,37.78501317],[127.06618996,37.78518975],[127.06650057,37.78532096],[127.0668376,37.78540176],[127.06718811,37.78542905],[127.06753862,37.78540176],[127.06787565,37.78532096],[127.06818626,37.78518975],[127.06845852,37.78501317],[127.06868195,37.784798],[127.06884798,37.78455252],[127.06895022,37.78428615],[127.06898474,37.78400914]]]}"
127.9427646,37.3458648,"{""type"":""Polygon"",""coordinates"":[[[127.9445612,37.3458648],[127.94452668,37.34558615],[127.94442444,37.34531821],[127.94425842,37.34507128],[127.94403498,37.34485483],[127.94376273,37.3446772],[127.94345211,37.34454521],[127.94311508,37.34446393],[127.94276457,37.34443649],[127.94241407,37.34446393],[127.94207703,37.34454521],[127.94176642,37.3446772],[127.94149416,37.34485483],[127.94127073,37.34507128],[127.9411047,37.34531821],[127.94100246,37.34558615],[127.94096794,37.3458648],[127.94100246,37.34614345],[127.9411047,37.34641139],[127.94127073,37.34665832],[127.94149416,37.34687476],[127.94176642,37.34705238],[127.94207703,37.34718437],[127.94241407,37.34726564],[127.94276457,37.34729309],[127.94311508,37.34726564],[127.94345211,37.34718437],[127.94376273,37.34705238],[127.94403498,37.34687476],[127.94425842,37.34665832],[127.94442444,37.34641139],[127.94452668,37.34614345],[127.9445612,37.3458648]]]}"
127.9395029,37.36011976,"{""type"":""Polygon"",""coordinates"":[[[127.94129953,37.36011976],[127.941265,37.35984117],[127.94116277,37.35957328],[127.94099674,37.35932639],[127.9407733,37.35910999],[127.94050105,37.35893239],[127.94019044,37.35880042],[127.9398534,37.35871916],[127.9395029,37.35869172],[127.93915239,37.35871916],[127.93881535,37.35880042],[127.93850474,37.35893239],[127.93823249,37.35910999],[127.93800905,37.35932639],[127.93784303,37.35957328],[127.93774079,37.35984117],[127.93770626,37.36011976],[127.93774079,37.36039835],[127.93784303,37.36066624],[127.93800905,37.36091313],[127.93823249,37.36112952],[127.93850474,37.36130711],[127.93881535,37.36143908],[127.93915239,37.36152034],[127.9395029,37.36154778],[127.9398534,37.36152034],[127.94019044,37.36143908],[127.94050105,37.36130711],[127.9407733,37.36112952],[127.94099674,37.36091313],[127.94116277,37.36066624],[127.941265,37.36039835],[127.94129953,37.36011976]]]}"
127.938213,37.34890854,"{""type"":""Polygon"",""coordinates"":[[[127.94000959,37.34890854],[127.93997507,37.3486299],[127.93987283,37.34836197],[127.93970681,37.34811504],[127.93948337,37.34789861],[127.93921112,37.34772099],[127.93890051,37.347589],[127.93856347,37.34750773],[127.93821296,37.34748028],[127.93786246,37.34750773],[127.93752542,37.347589],[127.93721481,37.34772099],[127.93694255,37.34789861],[127.93671912,37.34811504],[127.93655309,37.34836197],[127.93645086,37.3486299],[127.93641633,37.34890854],[127.93645086,37.34918717],[127.93655309,37.3494551],[127.93671912,37.34970202],[127.93694255,37.34991845],[127.93721481,37.35009607],[127.93752542,37.35022805],[127.93786246,37.35030932],[127.93821296,37.35033677],[127.93856347,37.35030932],[127.93890051,37.35022805],[127.93921112,37.35009607],[127.93948337,37.34991845],[127.93970681,37.34970202],[127.93987283,37.3494551],[127.93997507,37.34918717],[127.94000959,37.34890854]]]}"
127.9587565,37.33092937,"{""type"":""Polygon"",""coordinates"":[[[127.96055314,37.33092937],[127.96051862,37.33065066],[127.96041638,37.33038267],[127.96025035,37.33013568],[127.96002692,37.3299192],[127.95975467,37.32974153],[127.95944405,37.32960952],[127.95910702,37.32952822],[127.95875651,37.32950077],[127.95840601,37.32952822],[127.95806897,37.32960952],[127.95775836,37.32974153],[127.9574861,37.3299192],[127.95726267,37.33013568],[127.95709664,37.33038267],[127.9569944,37.33065066],[127.95695988,37.33092937],[127.9569944,37.33120807],[127.95709664,37.33147606],[127.95726267,37.33172304],[127.9574861,37.33193952],[127.95775836,37.33211718],[127.95806897,37.3322492],[127.95840601,37.33233049],[127.95875651,37.33235794],[127.95910702,37.33233049],[127.95944405,37.3322492],[127.95975467,37.33211718],[127.96002692,37.33193952],[127.96025035,37.33172304],[127.96041638,37.33147606],[127.96051862,37.33120807],[127.96055314,37.33092937]]]}"
127.9478264,37.33205277,"{""type"":""Polygon"",""coordinates"":[[[127.94962302,37.33205277],[127.94958849,37.33177407],[127.94948626,37.33150608],[127.94932023,37.3312591],[127.94909679,37.33104262],[127.94882454,37.33086496],[127.94851393,37.33073294],[127.94817689,37.33065165],[127.94782639,37.3306242],[127.94747588,37.33065165],[127.94713884,37.33073294],[127.94682823,37.33086496],[127.94655598,37.33104262],[127.94633254,37.3312591],[127.94616651,37.33150608],[127.94606428,37.33177407],[127.94602975,37.33205277],[127.94606428,37.33233147],[127.94616651,37.33259946],[127.94633254,37.33284644],[127.94655598,37.33306291],[127.94682823,37.33324057],[127.94713884,37.33337258],[127.94747588,37.33345387],[127.94782639,37.33348132],[127.94817689,37.33345387],[127.94851393,37.33337258],[127.94882454,37.33324057],[127.94909679,37.33306291],[127.94932023,37.33284644],[127.94948626,37.33259946],[127.94958849,37.33233147],[127.94962302,37.33205277]]]}"
128.5644051,38.20691975,"{""type"":""Polygon"",""coordinates"":[[[128.56620168,38.20691975],[128.56616716,38.20664432],[128.56606492,38.20637949],[128.56589889,38.20613541],[128.56567546,38.20592147],[128.5654032,38.2057459],[128.56509259,38.20561544],[128.56475556,38.2055351],[128.56440505,38.20550797],[128.56405455,38.2055351],[128.56371751,38.20561544],[128.5634069,38.2057459],[128.56313464,38.20592147],[128.56291121,38.20613541],[128.56274518,38.20637949],[128.56264294,38.20664432],[128.56260842,38.20691975],[128.56264294,38.20719517],[128.56274518,38.20746],[128.56291121,38.20770407],[128.56313464,38.207918],[128.5634069,38.20809357],[128.56371751,38.20822403],[128.56405455,38.20830437],[128.56440505,38.20833149],[128.56475556,38.20830437],[128.56509259,38.20822403],[128.5654032,38.20809357],[128.56567546,38.207918],[128.56589889,38.20770407],[128.56606492,38.20746],[128.56616716,38.20719517],[128.56620168,38.20691975]]]}"
128.5846014,38.20800917,"{""type"":""Polygon"",""coordinates"":[[[128.58639808,38.20800917],[128.58636356,38.20773375],[128.58626132,38.20746892],[128.58609529,38.20722484],[128.58587186,38.20701091],[128.5855996,38.20683534],[128.58528899,38.20670488],[128.58495195,38.20662454],[128.58460145,38.20659742],[128.58425094,38.20662454],[128.58391391,38.20670488],[128.58360329,38.20683534],[128.58333104,38.20701091],[128.58310761,38.20722484],[128.58294158,38.20746892],[128.58283934,38.20773375],[128.58280482,38.20800917],[128.58283934,38.20828458],[128.58294158,38.20854942],[128.58310761,38.20879348],[128.58333104,38.20900741],[128.58360329,38.20918298],[128.58391391,38.20931343],[128.58425094,38.20939377],[128.58460145,38.20942089],[128.58495195,38.20939377],[128.58528899,38.20931343],[128.5855996,38.20918298],[128.58587186,38.20900741],[128.58609529,38.20879348],[128.58626132,38.20854942],[128.58636356,38.20828458],[128.58639808,38.20800917]]]}"
127.6430925,36.87148139,"{""type"":""Polygon"",""coordinates"":[[[127.64488914,36.87148139],[127.64485462,36.87120099],[127.64475238,36.87093136],[127.64458635,36.87068288],[127.64436292,36.87046507],[127.64409066,36.87028633],[127.64378005,36.87015351],[127.64344301,36.87007172],[127.64309251,36.8700441],[127.642742,36.87007172],[127.64240497,36.87015351],[127.64209435,36.87028633],[127.6418221,36.87046507],[127.64159866,36.87068288],[127.64143264,36.87093136],[127.6413304,36.87120099],[127.64129588,36.87148139],[127.6413304,36.87176178],[127.64143264,36.87203141],[127.64159866,36.87227989],[127.6418221,36.87249769],[127.64209435,36.87267643],[127.64240497,36.87280924],[127.642742,36.87289103],[127.64309251,36.87291865],[127.64344301,36.87289103],[127.64378005,36.87280924],[127.64409066,36.87267643],[127.64436292,36.87249769],[127.64458635,36.87227989],[127.64475238,36.87203141],[127.64485462,36.87176178],[127.64488914,36.87148139]]]}"
127.4627775,36.62734983,"{""type"":""Polygon"",""coordinates"":[[[127.46457417,36.62734983],[127.46453965,36.62706854],[127.46443741,36.62679806],[127.46427139,36.62654878],[127.46404795,36.62633028],[127.4637757,36.62615097],[127.46346508,36.62601772],[127.46312805,36.62593567],[127.46277754,36.62590796],[127.46242704,36.62593567],[127.46209,36.62601772],[127.46177939,36.62615097],[127.46150713,36.62633028],[127.4612837,36.62654878],[127.46111767,36.62679806],[127.46101543,36.62706854],[127.46098091,36.62734983],[127.46101543,36.62763112],[127.46111767,36.6279016],[127.4612837,36.62815088],[127.46150713,36.62836937],[127.46177939,36.62854868],[127.46209,36.62868192],[127.46242704,36.62876397],[127.46277754,36.62879167],[127.46312805,36.62876397],[127.46346508,36.62868192],[127.4637757,36.62854868],[127.46404795,36.62836937],[127.46427139,36.62815088],[127.46443741,36.6279016],[127.46453965,36.62763112],[127.46457417,36.62734983]]]}"
128.2057973,37.13415619,"{""type"":""Polygon"",""coordinates"":[[[128.20759393,37.13415619],[128.20755941,37.13387675],[128.20745717,37.13360806],[128.20729115,37.13336043],[128.20706771,37.13314338],[128.20679546,37.13296525],[128.20648484,37.13283289],[128.20614781,37.13275138],[128.2057973,37.13272385],[128.2054468,37.13275138],[128.20510976,37.13283289],[128.20479915,37.13296525],[128.20452689,37.13314338],[128.20430346,37.13336043],[128.20413743,37.13360806],[128.20403519,37.13387675],[128.20400067,37.13415619],[128.20403519,37.13443562],[128.20413743,37.13470431],[128.20430346,37.13495193],[128.20452689,37.13516898],[128.20479915,37.1353471],[128.20510976,37.13547946],[128.2054468,37.13556097],[128.2057973,37.13558849],[128.20614781,37.13556097],[128.20648484,37.13547946],[128.20679546,37.1353471],[128.20706771,37.13516898],[128.20729115,37.13495193],[128.20745717,37.13470431],[128.20755941,37.13443562],[128.20759393,37.13415619]]]}"
128.211456,37.15893794,"{""type"":""Polygon"",""coordinates"":[[[128.21325266,37.15893794],[128.21321814,37.1586586],[128.2131159,37.15839],[128.21294987,37.15814245],[128.21272644,37.15792547],[128.21245418,37.1577474],[128.21214357,37.15761508],[128.21180653,37.1575336],[128.21145603,37.15750608],[128.21110552,37.1575336],[128.21076849,37.15761508],[128.21045787,37.1577474],[128.21018562,37.15792547],[128.20996218,37.15814245],[128.20979616,37.15839],[128.20969392,37.1586586],[128.2096594,37.15893794],[128.20969392,37.15921728],[128.20979616,37.15948589],[128.20996218,37.15973343],[128.21018562,37.15995041],[128.21045787,37.16012847],[128.21076849,37.16026079],[128.21110552,37.16034227],[128.21145603,37.16036978],[128.21180653,37.16034227],[128.21214357,37.16026079],[128.21245418,37.16012847],[128.21272644,37.15995041],[128.21294987,37.15973343],[128.2131159,37.15948589],[128.21321814,37.15921728],[128.21325266,37.15893794]]]}"
127.4716935,36.59598575,"{""type"":""Polygon"",""coordinates"":[[[127.47349014,36.59598575],[127.47345562,36.59570434],[127.47335338,36.59543375],[127.47318736,36.59518436],[127.47296392,36.59496578],[127.47269167,36.59478639],[127.47238105,36.59465309],[127.47204402,36.59457101],[127.47169351,36.59454329],[127.47134301,36.59457101],[127.47100597,36.59465309],[127.47069536,36.59478639],[127.4704231,36.59496578],[127.47019967,36.59518436],[127.47003364,36.59543375],[127.4699314,36.59570434],[127.46989688,36.59598575],[127.4699314,36.59626715],[127.47003364,36.59653774],[127.47019967,36.59678712],[127.4704231,36.5970057],[127.47069536,36.59718508],[127.47100597,36.59731838],[127.47134301,36.59740046],[127.47169351,36.59742817],[127.47204402,36.59740046],[127.47238105,36.59731838],[127.47269167,36.59718508],[127.47296392,36.5970057],[127.47318736,36.59678712],[127.47335338,36.59653774],[127.47345562,36.59626715],[127.47349014,36.59598575]]]}"
127.1435807,36.8186485,"{""type"":""Polygon"",""coordinates"":[[[127.14537735,36.8186485],[127.14534283,36.81836791],[127.14524059,36.8180981],[127.14507457,36.81784944],[127.14485113,36.81763149],[127.14457888,36.81745262],[127.14426826,36.81731971],[127.14393123,36.81723786],[127.14358072,36.81721022],[127.14323022,36.81723786],[127.14289318,36.81731971],[127.14258257,36.81745262],[127.14231031,36.81763149],[127.14208688,36.81784944],[127.14192085,36.8180981],[127.14181861,36.81836791],[127.14178409,36.8186485],[127.14181861,36.8189291],[127.14192085,36.8191989],[127.14208688,36.81944756],[127.14231031,36.81966551],[127.14258257,36.81984437],[127.14289318,36.81997728],[127.14323022,36.82005912],[127.14358072,36.82008676],[127.14393123,36.82005912],[127.14426826,36.81997728],[127.14457888,36.81984437],[127.14485113,36.81966551],[127.14507457,36.81944756],[127.14524059,36.8191989],[127.14534283,36.8189291],[127.14537735,36.8186485]]]}"
127.1409464,36.82573511,"{""type"":""Polygon"",""coordinates"":[[[127.14274298,36.82573511],[127.14270846,36.82545454],[127.14260622,36.82518476],[127.1424402,36.82493612],[127.14221676,36.82471819],[127.14194451,36.82453933],[127.14163389,36.82440643],[127.14129686,36.82432459],[127.14094635,36.82429696],[127.14059585,36.82432459],[127.14025881,36.82440643],[127.1399482,36.82453933],[127.13967594,36.82471819],[127.13945251,36.82493612],[127.13928648,36.82518476],[127.13918424,36.82545454],[127.13914972,36.82573511],[127.13918424,36.82601567],[127.13928648,36.82628546],[127.13945251,36.82653409],[127.13967594,36.82675202],[127.1399482,36.82693086],[127.14025881,36.82706376],[127.14059585,36.8271456],[127.14094635,36.82717323],[127.14129686,36.8271456],[127.14163389,36.82706376],[127.14194451,36.82693086],[127.14221676,36.82675202],[127.1424402,36.82653409],[127.14260622,36.82628546],[127.14270846,36.82601567],[127.14274298,36.82573511]]]}"
126.6391927,36.3797141,"{""type"":""Polygon"",""coordinates"":[[[126.64098934,36.3797141],[126.64095481,36.37943191],[126.64085257,36.37916056],[126.64068655,36.37891048],[126.64046311,36.37869128],[126.64019086,36.37851139],[126.63988025,36.37837772],[126.63954321,36.37829541],[126.6391927,36.37826761],[126.6388422,36.37829541],[126.63850516,36.37837772],[126.63819455,36.37851139],[126.63792229,36.37869128],[126.63769886,36.37891048],[126.63753283,36.37916056],[126.6374306,36.37943191],[126.63739607,36.3797141],[126.6374306,36.37999629],[126.63753283,36.38026764],[126.63769886,36.38051771],[126.63792229,36.3807369],[126.63819455,36.38091679],[126.63850516,36.38105046],[126.6388422,36.38113277],[126.6391927,36.38116056],[126.63954321,36.38113277],[126.63988025,36.38105046],[126.64019086,36.38091679],[126.64046311,36.3807369],[126.64068655,36.38051771],[126.64085257,36.38026764],[126.64095481,36.37999629],[126.64098934,36.3797141]]]}"
126.8186871,36.49989285,"{""type"":""Polygon"",""coordinates"":[[[126.82048371,36.49989285],[126.82044919,36.4996111],[126.82034695,36.49934017],[126.82018093,36.49909048],[126.81995749,36.49887162],[126.81968524,36.49869201],[126.81937462,36.49855854],[126.81903759,36.49847636],[126.81868708,36.49844861],[126.81833658,36.49847636],[126.81799954,36.49855854],[126.81768893,36.49869201],[126.81741667,36.49887162],[126.81719324,36.49909048],[126.81702721,36.49934017],[126.81692497,36.4996111],[126.81689045,36.49989285],[126.81692497,36.50017461],[126.81702721,36.50044554],[126.81719324,36.50069523],[126.81741667,36.50091408],[126.81768893,36.50109368],[126.81799954,36.50122714],[126.81833658,36.50130933],[126.81868708,36.50133708],[126.81903759,36.50130933],[126.81937462,36.50122714],[126.81968524,36.50109368],[126.81995749,36.50091408],[126.82018093,36.50069523],[126.82034695,36.50044554],[126.82044919,36.50017461],[126.82048371,36.49989285]]]}"
126.5616834,36.60101601,"{""type"":""Polygon"",""coordinates"":[[[126.56348007,36.60101601],[126.56344554,36.60073462],[126.56334331,36.60046405],[126.56317728,36.60021468],[126.56295384,36.59999611],[126.56268159,36.59981673],[126.56237098,36.59968344],[126.56203394,36.59960136],[126.56168344,36.59957365],[126.56133293,36.59960136],[126.56099589,36.59968344],[126.56068528,36.59981673],[126.56041303,36.59999611],[126.56018959,36.60021468],[126.56002357,36.60046405],[126.55992133,36.60073462],[126.5598868,36.60101601],[126.55992133,36.6012974],[126.56002357,36.60156797],[126.56018959,36.60181733],[126.56041303,36.6020359],[126.56068528,36.60221527],[126.56099589,36.60234855],[126.56133293,36.60243063],[126.56168344,36.60245834],[126.56203394,36.60243063],[126.56237098,36.60234855],[126.56268159,36.60221527],[126.56295384,36.6020359],[126.56317728,36.60181733],[126.56334331,36.60156797],[126.56344554,36.6012974],[126.56348007,36.60101601]]]}"
