도로폭,시점,Latitude,Longitude,종점,Latitude,Longitude
7,중곡동 629-7,37.5592984,127.0774031,중곡동 634-1,37.5601839,127.0751905
6,중곡동 622-8,37.5602617,127.0779967,중곡동 624-1,37.5610593,127.0756916
7,화양동 50-1,37.5423197,127.0646508,화양동 24-3,37.5465959,127.0672946
7,자양동 17-5,37.5414999,127.0648134,자양동 16-27,37.5399744,127.0637777
7,화양동 49-20,37.5418536,127.0657088,화양동 31-11,37.5460456,127.0678856
5,자양동 17-14,37.5413277,127.0654492,자양동 13-9,37.5396945,127.064632
7,화양동 49-12,37.5416739,127.0663865,화양동 36-1,37.5447669,127.0681271
7,자양동 8-3,37.5410409,127.0664694,자양동 10-32,37.5393766,127.0654885
7,화양동 48-3,37.5414252,127.0672115,화양동 35-1,37.5445104,127.068902
5,자양동 8-4,37.5408666,127.0671171,자양동 9-33,37.5391489,127.06627
9,화양동 48-14,37.5411488,127.0679331,화양동 34-75,37.5441009,127.0696029
9,자양동 7-25,37.5405535,127.0680953,자양동 6-20,37.5388906,127.0673902
4,화양동 7-3,37.5408156,127.0690315,화양동 10-1,37.5435023,127.0699004
5,자양동 7-6,37.540222,127.0688422,자양동 5-5,37.5386765,127.0681859
7,화양동 7-2,37.5405273,127.0697603,화양동 12-2,37.5441957,127.0712112
7,자양동 1-3,37.5399117,127.0699222,자양동 2-38,37.5382267,127.0689817
21,자양동 227-336,37.5382901,127.0745698,자양동 783-1,37.5363514,127.0745967
7,자양동 227-6,37.5383694,127.0751122,자양동 227-65,37.5374957,127.0747727
5,자양동 225-54,37.5389804,127.0764469,자양동 225-74,37.5392086,127.0755729
7,자양동 226-38,37.5383922,127.0768762,자양동 226-28,37.5388056,127.0752737
9,자양동 223-4,37.5373962,127.0787717,자양동 611-33,37.5342993,127.0772599
4,자양동 225-24,37.538641,127.0779514,자양동 225-39,37.5388049,127.0772753
8,자양동 224-9,37.5379873,127.0787088,자양동 224-15,37.5380899,127.0782923
5,자양동 222-14,37.5373842,127.0792489,자양동 612-32,37.5348983,127.0788061
5,자양동 230-1,37.536356,127.0795815,자양동 612-39,37.5351477,127.0797923
6,자양동 221-1,37.5369192,127.0809184,자양동 229-45,37.5362374,127.0783173
5,자양동 774-14,37.5373204,127.0811855,자양동 774-1,37.5380818,127.0797805
5,자양동 219-24,37.5365963,127.0811385,자양동 219-2,37.5361988,127.0831787
5,자양동 219-18,37.5368126,127.0813079,자양동 612-47,37.5354028,127.080787
5,자양동 218-16,37.5360963,127.0823001,자양동 612-58,37.5357424,127.0821252
5,구의동 246-14,37.5370435,127.0843831,구의동 241-154,37.5398672,127.0869058
13,구의동 246-8,37.5376721,127.0851042,구의동 251-139,37.5415154,127.0852928
5,구의동 246-40,37.5373184,127.0859641,구의동 248-10,37.5412176,127.0861602
7,구의동 246-3,37.5375471,127.0863769,구의동 248-77,37.5409732,127.0867984
7,구의동 243-23,37.5379166,127.088354,구의동 241-96,37.5403837,127.0884877
6,구의동 590-10,37.5358181,127.0894718,구의동 590-14,37.5361388,127.0906352
10,자양동 781-1,37.5377111,127.0892362,구의동 592-39,37.5345272,127.0903086
7,구의동 591-1,37.5352088,127.089799,구의동 591-17,37.535473,127.0905345
7,구의동 244-6,37.5385756,127.0908854,구의동 223-1,37.5413659,127.0908351
6,구의동 218-16,37.5385209,127.0917774,구의동 216-5,37.5380342,127.0923714
5,구의동 219-17,37.5389599,127.0916872,구의동 209-7,37.5412627,127.0917047
6,구의동 213-14,37.539496,127.0934178,구의동 213-13,37.5391005,127.0937621
6,구의동 219-3,37.5396506,127.0928649,구의동 209-77,37.541168,127.0920721
7,구의동 212-2,37.5405332,127.0942699,구의동 224-65,37.5427111,127.090325
7,광장동 471-6,37.541154,127.0967128,광장동 457-25,37.5420899,127.1013675
5,광장동 425-2,37.5421511,127.0981542,광장동 413-9,37.5436783,127.0986921
23,광장동 453-1,37.5423975,127.1020703,광장동 554-7,37.5397145,127.1000979
9,광장동 241-1,37.5457757,127.1044688,광장동 248-22,37.5467551,127.1024396
8,광장동 244-6,37.5461565,127.1049122,광장동 248-24,37.5468598,127.1030947
9,광장동 549-18,37.5474709,127.1077606,광장동 328-2,37.5474006,127.1064461
11,광장동 337-4,37.5482033,127.107566,광장동 320-6,37.5468092,127.1075054
11,광장동 124-0,37.5497388,127.1096866,광장동 325-1,37.5478473,127.1077983
13,광장동 122-0,37.5478239,127.1047149,광장동 323-2,37.5476186,127.1079131
6,구의동 556-6,37.555075,127.0934224,구의동 549-1,37.5561249,127.0953352
7,구의동 558-10,37.5549458,127.0935545,구의동 552-1,37.5558176,127.0954776
6,구의동 559-8,37.5546959,127.0940012,구의동 552-6,37.5554159,127.0953463
7,구의동 21-1,37.5543148,127.0959768,구의동 24-23,37.5532137,127.0951602
7,구의동 20-1,37.5545717,127.0950687,구의동 23-29,37.5535121,127.0971638
6,구의동 21-36,37.553734,127.0968146,구의동 23-19,37.5533741,127.0954423
7,중곡동 78-39,37.5580363,127.0891396,중곡동 77-4,37.5586581,127.0898817
6,광장동 381-56,37.5511291,127.1006498,광장동 381-60,37.5511874,127.1005092
6,중곡동 86-31,37.5580584,127.0925006,중곡동 107-16,37.5566999,127.0937114
7,중곡동 83-16,37.5572099,127.0903069,중곡동 102-55,37.5576359,127.0950705
6,중곡동 102-22,37.5581634,127.0946611,중곡동 102-36,37.5570912,127.0937944
7,중곡동 88-36,37.5564943,127.0913164,중곡동 86-15,37.5578344,127.0928323
8,중곡동 99-11,37.5559517,127.0920438,중곡동 102-1,37.5581807,127.0945019
7,중곡동 104-5,37.5554294,127.0933616,중곡동 143-139,37.5576099,127.0961721
8,중곡동 107-45,37.5551492,127.0931818,중곡동 73-89,37.5577033,127.0954333
5,중곡동 104-2,37.5567901,127.0947609,중곡동 104-1,37.5575699,127.0958181
6,중곡동 57-2,37.5606946,127.0877391,중곡동 147-42,37.5607529,127.088605
5,중곡동 150-101,37.5609413,127.0876482,중곡동 147-24,37.5610086,127.0888094
4,중곡동 150-93,37.5612438,127.0875881,중곡동 150-335,37.56138,127.0884715
7,중곡동 150-72,37.5621705,127.0874071,중곡동 150-31,37.5623198,127.0885159
5,중곡동 150-66,37.5624757,127.0873447,중곡동 150-44,37.56242,127.0882749
8,중곡동 116-4,37.5544481,127.0881629,중곡동 139-40,37.5570012,127.0823717
5,중곡동 150-65,37.5626083,127.087319,중곡동 150-27,37.5628085,127.0885
12,중곡동 28-1,37.5642769,127.0865507,중곡동 37-4,37.5612037,127.0847103
10,중곡동 18-75,37.5636979,127.087144,중곡동 176-1,37.5668387,127.0885593
8,중곡동 29-1,37.5661795,127.086081,중곡동 29-70,37.5662852,127.0847826
9,중곡동 18-29,37.5652492,127.0868556,중곡동 18-59,37.5653728,127.0883888
5,중곡동 29-7,37.5671157,127.0861118,중곡동 29-16,37.5660267,127.085547
5,중곡동 18-13,37.5673895,127.0865086,중곡동 18-18,37.567243,127.0875644
5,중곡동 29-29,37.5677888,127.0860019,중곡동 29-41,37.5661594,127.0851571
6,중곡동 297-16,37.5679339,127.0868724,중곡동 293-28,37.5687667,127.0869606
7,중곡동 18-1,37.5678471,127.0863908,중곡동 176-42,37.5672252,127.0900388
3,중곡동 296-18,37.5677608,127.0876724,중곡동 296-1,37.5685936,127.0879366
5,중곡동 176-21,37.5674903,127.0886852,중곡동 176-111,37.5680616,127.0898095
4,중곡동 29-55,37.5679621,127.0859731,중곡동 29-42,37.5662025,127.0850391
6,중곡동 92-9,37.5550551,127.0886155,중곡동 89-10,37.5563249,127.0910483
9,중곡동 290-1,37.5700177,127.085879,중곡동 176-110,37.5682392,127.0894433
7,중곡동 291-1,37.5691934,127.0858256,중곡동 169-21,37.5684575,127.0828618
6,중곡동 289-10,37.5694437,127.0863373,중곡동 287-15,37.5694657,127.0884013
7,중곡동 290-1,37.5700177,127.085879,중곡동 199-1,37.570186,127.0834437
7,중곡동 605-5,37.5705825,127.0864248,중곡동 599-6,37.5702164,127.0882783
7,중곡동 605-1,37.5707246,127.0864254,중곡동 599-2,37.5707094,127.0881188
6,중곡동 117-1,37.5561681,127.0878776,중곡동 139-1,37.5573113,127.0826114
6,중곡동 92-47,37.5562066,127.0883999,중곡동 89-1,37.556886,127.0902387
6,중곡동 123-1,37.5575666,127.0876948,중곡동 139-29,37.5571534,127.0829477
9,중곡동 80-11,37.5571681,127.0883042,중곡동 79-12,37.5577601,127.0890251
9,중곡동 124-8,37.5587669,127.0875077,중곡동 46-24,37.5602274,127.084152
8,중곡동 59-21,37.559743,127.0888302,중곡동 284-0,37.5634973,127.0880738
7,중곡동 58-17,37.5597487,127.0878553,중곡동 70-10,37.5591549,127.0927794
7,중곡동 147-24,37.5610086,127.0888094,중곡동 67-1,37.559874,127.0915708
4,중곡동 147-23,37.5609461,127.0889665,중곡동 147-52,37.5618173,127.0897668
5,중곡동 147-74,37.5607157,127.0896344,중곡동 143-84,37.561602,127.0904645
5,중곡동 143-26,37.5604046,127.0904968,중곡동 143-94,37.5617082,127.0906492
9,자양동 210-22(영동대교북단),37.5351059,127.0604322,자양동 674(잠실대교북단),37.5302215,127.0860522
7,자양동 628-30,37.5346876,127.0839436,자양동 633-20,37.532377,127.0808175
6,자양동 623-3,37.5343354,127.0816457,자양동 621-24,37.5350978,127.0807265
15,자양동 627-2,37.5356457,127.0836106,자양동 616-29,37.5322128,127.0795486
8,자양동 613-7,37.5347819,127.0791751,자양동 613-7,37.5347819,127.0791751
7,자양동 616-14,37.5325473,127.0797035,자양동 609-0,37.5334811,127.0770644
9,자양동 626-5,37.535953,127.0834126,자양동 614-5,37.5340826,127.0778051
5,자양동 216-25,37.5363221,127.083912,자양동 216-9,37.5365959,127.0850189
11,구의동 252-90,37.5375874,127.0836869,구의동 221-6,37.5389437,127.0891119
5,자양동 771-31,37.5382281,127.0805213,자양동 771-18,37.5390169,127.0804206
5,자양동 769-10,37.5392937,127.0829226,자양동 773-0,37.5383353,127.0790547
7,자양동 769-8,37.5395201,127.0829817,자양동 769-29,37.5385835,127.08145
7,구의동 251-53,37.5396334,127.0834414,구의동 241-9,37.5399632,127.0883875
5,구의동 654-6,37.5417023,127.0824368,구의동 650-1,37.543207,127.0816181
7,자양동 765-7,37.5411537,127.0833362,구의동 634-1,37.5441285,127.0838956
6,구의동 654-10,37.5420305,127.0827523,구의동 651-1,37.5425818,127.0817111
4,구의동 254-108,37.5413419,127.083458,구의동 254-104,37.541746,127.0827445
7,구의동 250-21,37.5421002,127.0842633,구의동 222-31,37.540277,127.0894545
5,구의동 236-8,37.5424129,127.0849871,구의동 236-57,37.5437066,127.085512
6,구의동 236-53,37.542604,127.0845284,구의동 225-25,37.5416478,127.0897743
6,구의동 254-1,37.5439734,127.0845946,구의동 634-4,37.5442685,127.0834907
7,자양동 686-0,37.5310059,127.0868585,자양동 688-5,37.5314369,127.0888456
6,구의동 235-37,37.5440106,127.0851259,구의동 226-62,37.5429264,127.0900561
7,구의동 234-25,37.5445136,127.0853388,구의동 229-5,37.5440664,127.0903506
6,구의동 620-29,37.5459109,127.0857486,구의동 617-7,37.5482985,127.0868421
4,구의동 68-26,37.5460612,127.0867145,구의동 67-5,37.5454943,127.0875203
4,구의동 80-61,37.5467947,127.0868954,구의동 612-7,37.5487963,127.0856698
6,구의동 69-21,37.5465274,127.0871865,구의동 65-10,37.5459526,127.0880283
5,구의동 80-5,37.5477992,127.0876099,구의동 80-18,37.5471468,127.0868292
8,구의동 80-8,37.5475973,127.0878156,구의동 612-1,37.5487816,127.0859523
7,구의동 70-27,37.5474849,127.0883527,구의동 61-21,37.5465728,127.0913762
6,구의동 79-8,37.548653,127.0888431,구의동 77-61,37.5493485,127.0878342
7,자양동 667-34,37.5299102,127.084201,자양동 673-0,37.5284368,127.08591
9,자양동 677-22,37.5310828,127.0860834,자양동 666-0,37.5292882,127.0828649
7,구의동 71-9,37.5485327,127.089426,구의동 60-88,37.5469342,127.0916209
6,구의동 78-2,37.5495997,127.0899961,구의동 77-33,37.5504096,127.088887
7,구의동 73-3,37.5495293,127.0905668,구의동 59-39,37.5482616,127.0929534
7,구의동 54-11,37.5509302,127.0913165,중곡동 80-1,37.5572327,127.0886732
6,구의동 46-42,37.5501908,127.0940094,구의동 46-1,37.5512889,127.0938766
7,구의동 56-2,37.5509934,127.0917623,구의동 33-1,37.552473,127.0952908
7,구의동 45-12,37.5499005,127.0947057,구의동 45-25,37.5514308,127.0945374
7,구의동 43-10,37.5499006,127.0955121,구의동 35-36,37.551254,127.0963151
7,구의동 55-13,37.5513209,127.0916557,중곡동 91-1,37.5563663,127.0895191
6,구의동 47-19,37.5513639,127.0921086,구의동 47-31,37.5508263,127.0934983
7,구의동 50-9,37.5517487,127.0920155,구의동 50-1,37.5524638,127.0916829
7,구의동 48-8,37.5517515,127.0923627,구의동 33-80,37.5522577,127.0954254
7,구의동 49-10,37.5523403,127.0924459,중곡동 51-1,37.5600239,127.0840583
7,자양동 685-15,37.5315282,127.0868718,자양동 685-2,37.5319722,127.0865672
9,자양동 685-15,37.5315282,127.0868718,구의동 695-1,37.5444007,127.092844
5,자양동 686-13,37.5313949,127.0869861,자양동 686-2,37.5308278,127.0871638
7,구의동 31-15,37.5521284,127.0930702,구의동 26-1,37.5538557,127.0944509
9,구의동 31-18,37.552066,127.0926105,구의동 23-29,37.5535121,127.0971638
7,구의동 30-13,37.5532585,127.0932552,중곡동 96-1,37.5553416,127.0902903
7,구의동 26-20,37.5533158,127.093589,구의동 24-14,37.5525288,127.0947465
9,구의동 28-28,37.553793,127.0935918,중곡동 90-1,37.5564807,127.0898173
7,구의동 143-4,37.5542437,127.0943362,구의동 23-25,37.5527092,127.0954598
9,자양동 677-7,37.5316721,127.0855447,자양동 663-0,37.5306572,127.0827247
7,자양동 681-40,37.5320063,127.0861091,자양동 683-24,37.5331,127.0886974
9,자양동 658-16,37.5331039,127.0846898,자양동 660-0,37.5322863,127.0825201
7,자양동 657-4,37.5337862,127.084304,자양동 653-47,37.5317775,127.0812127
4,자양동 799-5,37.5362797,127.0768909,자양동 802-3,37.536054,127.0779612
6,자양동 227-133,37.5368795,127.0765589,자양동 227-211,37.5373499,127.0746617
5,자양동 799-0,37.5368564,127.0769888,자양동 798-2,37.536734,127.0781739
5,자양동 227-128,37.5373986,127.0767172,자양동 227-57,37.5378439,127.0749084
7,자양동 590-4,37.53029,127.0745025,자양동 587-6,37.5306331,127.0717716
8,자양동 600-15,37.5307376,127.07524,자양동 595-31,37.5299645,127.0784984
6,자양동 584-0,37.5316366,127.0746088,자양동 590-5,37.5300792,127.074145
6,자양동 584-3,37.5315277,127.0749454,자양동 787-0,37.5322136,127.0716289
6,자양동 585-0,37.5318104,127.0739376,자양동 589-16,37.5301322,127.0734982
6,자양동 586-1,37.5317353,127.073545,자양동 586-24,37.5308986,127.0726903
6,자양동 601-15,37.5316324,127.0754587,자양동 605-30,37.5309842,127.0789407
6,자양동 583-19,37.5322428,127.0751685,자양동 462-21,37.5330117,127.0728632
9,자양동 608-21,37.5327013,127.0758253,자양동 606-45,37.5315943,127.0792067
5,자양동 227-283,37.5355482,127.0761503,자양동 227-289,37.5356911,127.0754076
6,자양동 611-5,37.5344736,127.0763255,자양동 612-17,37.5342445,127.0777238
4,자양동 227-262,37.5359522,127.0762701,자양동 227-282,37.5361368,127.0755895
3,서울특별시 광진구 중곡동 680-16제(462),37.5601173,127.0728377,서울특별시 광진구 중곡동 597-6도(610),37.5717371,127.0787396
9,중곡동 612-8,37.5594655,127.0744481,중곡동 614-17,37.5616048,127.0756997
10,군자동 463-9,37.5589226,127.0741786,군자동 194-10,37.5562857,127.0724428
6,중곡동 636-3,37.5592346,127.0751459,중곡동 633-10,37.5600581,127.0755542
4,군자동 93-30,37.5576611,127.0752646,군자동 93-40,37.5578888,127.074618
7,군자동 466-17,37.5584217,127.0752812,군자동 469-10,37.5567986,127.0760619
4,군자동 93-58,37.5573513,127.0753033,군자동 34-2,37.5566171,127.0750222
7,중곡동 636-7,37.5590141,127.0757425,중곡동 632-13,37.5598036,127.0761806
6,중곡동 639-7,37.558032,127.0782177,중곡동 644-1,37.5600325,127.0796423
7,중곡동 157-4,37.5571262,127.0806388,중곡동 48-1,37.5605247,127.0826214
6,능동 220-4,37.5564673,127.0803352,능동 314-9,37.5520376,127.0778469
12,중곡동 341-7,37.5566045,127.0818373,중곡동 141-2,37.5588055,127.083054
10,능동 236-1,37.5558723,127.0818222,능동 197-5,37.5533411,127.0805414
7,중곡동 140-2,37.5564322,127.0826217,중곡동 150-238,37.5598407,127.0844557
6,능동 237-5,37.5549862,127.0840932,능동 177-38,37.5530009,127.081582
6,중곡동 140-26,37.5560931,127.0830931,중곡동 134-52,37.5570293,127.0851901
7,능동 246-1,37.5548979,127.0843216,능동 156-2,37.5531816,127.0806719
7,중곡동 132-24,37.5556158,127.0844741,중곡동 150-255,37.5593922,127.0857638
7,능동 247-1,37.5543504,127.0857568,능동 243-5,37.552567,127.0841361
7,중곡동 131-5,37.5551201,127.0857385,중곡동 127-65,37.559061,127.0857074
7,능동 247-6,37.5539715,127.0866841,능동 251-4,37.5519007,127.0853291
5,중곡동 119-12,37.5549103,127.0862761,중곡동 127-78,37.5587672,127.0859561
7,능동 256-12,37.5533024,127.0881665,능동 253-7,37.5521813,127.0871647
7,중곡동 119-33,37.5547939,127.0865751,중곡동 127-2,37.5592777,127.0861573
9,능동 256-5,37.5524054,127.0888911,능동 242-33,37.5527037,127.0829538
7,중곡동 119-7,37.5545525,127.0870761,중곡동 122-1,37.5575654,127.0869727
6,중곡동 93-13,37.5537061,127.0890995,중곡동 98-42,37.5555898,127.0920876
6,중곡동 115-9,37.5526145,127.0897322,중곡동 109-5,37.5548726,127.0930904
6,구의동 75-1,37.5510477,127.0895364,구의동 616-2,37.5486388,127.0866641
6,구의동 53-6,37.5515611,127.0903339,구의동 52-9,37.5518633,127.0912202
7,구의동 75-19,37.5506027,127.089882,구의동 616-25,37.5482523,127.0873463
7,구의동 73-6,37.5494536,127.0910623,구의동 70-20,37.547284,127.0886098
5,구의동 57-79,37.5497068,127.0920185,구의동 57-45,37.5506183,127.092255
8,구의동 73-9,37.5491667,127.0916109,구의동 64-18,37.546929,127.089145
7,구의동 57-30,37.5494558,127.0928372,구의동 48-1,37.5519309,127.093082
5,구의동 59-14,37.5485486,127.0930494,구의동 61-21,37.5465728,127.0913762
10,광장동 396-13,37.5454235,127.1018593,광장동 414-8,37.5445232,127.0982459
7,광장동 394-28,37.5461443,127.1019634,광장동 394-2,37.5466571,127.1018357
9,광장동 246-11,37.546002,127.1025868,광장동 257-3,37.5470767,127.1035953
6,광장동 244-28,37.5457426,127.1032685,광장동 245-12,37.5460913,127.1036533
2,서울특별시 광진구 자양동 158-17천(2712),37.5353658,127.0702575,서울특별시 광진구 광장동 564천(3396),37.5562948,127.1135499
